SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHIEND,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA,ABHIJIT,DUR MUHURATHAM,AMRIT KALAM,FESTIVALS,EMPTY,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,,,
"Jyeshtha, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",06/30/2019,07/01/19,6:08 AM,7:16 PM,"Moonrise - 04:30 AM, Jul 01",Moonset - 04:59 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Ashadha,Weekday - Raviwara,Paksha - Krishna Paksha,Tithi - Dwadashi ,6:11 AM,Tithi - Trayodashi ,4:56 AM,Nakshatra - Krittika ,10:02 AM,None,None,Yoga - Shula ,7:57 PM,None,None,Karana - Taitila ,6:11 AM,Karana - Garaja ,5:39 PM,Karana - Vanija ,4:56 AM,Sunsign - Mithuna,Moonsign - Vrishabha,Rahu Kalam - 05:38 PM to 07:16 PM,Gulikai Kalam - 03:59 PM to 05:38 PM,Yamaganda - 12:42 PM to 02:21 PM,Abhijit - 12:16 PM to 01:08 PM,Dur Muhurtam - 05:31 PM to06:24 PM,"Amrit Kalam - 07:37 AM to 09:14 AMVarjyam - 01:38 AM, Jul 01to 03:11 AM, Jul 01",Day Festivals and Events - Yogini Ekadashi Paranagoo.gl/vtcKHwPradosh Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),8316160f55c7eafb3d44287692b0244d@ical.drikpanchang.com,,,
"Jyeshtha, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",07/01/19,07/02/19,6:08 AM,7:16 PM,"Moonrise - 05:24 AM, Jul 02",Moonset - 05:59 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Ashadha,Weekday - Somawara,Paksha - Krishna Paksha,Tithi - Chaturdashi ,3:06 AM,None,None,Nakshatra - Rohini ,9:26 AM,None,None,Yoga - Ganda ,5:37 PM,None,None,Karana - Vishti ,4:05 PM,Karana - Shakuni ,3:06 AM,None,None,Sunsign - Mithuna,Moonsign - Vrishabha upto 08:54 PM,Rahu Kalam - 07:47 AM to 09:25 AM,Gulikai Kalam - 02:21 PM to 03:59 PM,Yamaganda - 11:04 AM to 12:42 PM,Abhijit - 12:16 PM to 01:09 PM,Dur Muhurtam - 01:09 PM to 02:01 PM,Dur Muhurtam - 03:46 PM to 04:39 PM,Amrit Kalam - 06:18 AM to 07:52 AM,"Amrit Kalam - 11:53 PM to 01:24 AM, Jul02Varjyam - 02:45 PM to 04:16 PM",Day Festivals and Events - Masik ShivaratriRohini Vrat,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),1bb598a4aa62699a90506fd5efa7f64c@ical.drikpanchang.com,
"Jyeshtha, Amavasya Krishna Paksha, 1941 Vikari Shaka Samvata",07/02/19,07/03/19,6:09 AM,7:16 PM,Moonrise - No Moonrise,Moonset - 07:01 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Ashadha,Weekday - Mangalawara,Paksha - Krishna Paksha,Tithi - Amavasya ,12:46 AM,None,None,Nakshatra - Mrigashirsha ,8:15 AM,None,None,Yoga - Vriddhi ,2:51 PM,None,None,Karana - Chatushpada ,1:59 PM,Karana - Nagava ,12:46 AM,None,None,Sunsign - Mithuna,Moonsign - Mithuna,Rahu Kalam - 03:59 PM to 05:38 PM,Gulikai Kalam - 12:42 PM to 02:21 PM,Yamaganda - 09:26 AM to 11:04 AM,Abhijit - 12:16 PM to 01:09 PM,Dur Muhurtam - 08:46 AM to 09:39 AM,"Dur Muhurtam - 11:37 PM to 12:21 AM, Jul 03",Amrit Kalam - 09:18 PM to 10:47 PMVarjyam - 04:05 PM to 05:34 PM,Day Festivals and Events - Jyeshtha AmavasyaDarsha Amavasya,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),24f711921693a441bb98ec6716f35425@ical.drikpanchang.com,,
"Ashadha, Pratipada Shukla Paksha, 1941 Vikari Shaka Samvata",07/03/19,07/04/19,6:09 AM,7:16 PM,Moonrise - 06:23 AM,Moonset - 08:02 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Budhawara,Paksha - Shukla Paksha,Tithi - Pratipada ,10:05 PM,None,None,Nakshatra - Ardra ,6:37 AM,Nakshatra - Punarvasu ,4:40 AM,Yoga - Dhruva ,11:43 AM,None,None,Karana - Kinstughna ,11:28 AM,Karana - Bava ,10:05 PM,None,None,Sunsign - Mithuna,Moonsign - Mithuna upto 11:10 PM,Rahu Kalam - 12:43 PM to 02:21 PM,Gulikai Kalam - 11:04 AM to 12:43 PM,Yamaganda - 07:47 AM to 09:26 AM,Abhijit - None,Dur Muhurtam - 12:16 PM to 01:09 PM,"Amrit Kalam - 02:27 AM, Jul 04 to 03:56AM, Jul 04Varjyam - 05:38 PM to 07:07 PM",Day Festivals and Events - Surya Grahan *PurnaAshadha Begins *SouthAshadha Navratri goo.gl/n2bwL2,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),0ced2a97c3b03e4fbdef4be6b71b7984@ical.drikpanchang.com,,,
"Ashadha, Dwitiya Shukla Paksha, 1941 Vikari Shaka Samvata",07/04/19,07/05/19,6:09 AM,7:16 PM,Moonrise - 07:26 AM,Moonset - 08:59 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Guruwara,Paksha - Shukla Paksha,Tithi - Dwitiya ,7:10 PM,None,None,Nakshatra - Pushya ,2:31 AM,None,None,Yoga - Vyaghata,8:22 AM,Yoga - Harshana ,4:52 AM,Karana - Balava ,8:39 AM,Karana - Kaulava ,7:10 PM,Karana - Taitila ,5:40 AM,Sunsign - Mithuna,"Moonsign - Karka""",Rahu Kalam - 02:21 PM to 04:00 PM,Gulikai Kalam - 09:26 AM to 11:04 AM,Yamaganda - 06:09 AM to 07:48 AM,Abhijit - 12:17 PM to 01:09 PM,Dur Muhurtam - 10:32 AM to 11:24 AM,Dur Muhurtam - 03:47 PM to 04:39 PM,Amrit Kalam - 08:41 PM to 10:09 PMVarjyam - 11:57 AM to 01:24 PM,Day Festivals and Events - Chandra DarshanaJagannath Rathyatra goo.gl/pJhx9Q,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),b3741c40e5418c08eb48cf3b9dc97d13@ical.drikpanchang.com,,,
"Ashadha, Tritiya Shukla Paksha, 1941 Vikari Shaka Samvata",07/05/19,07/06/19,6:10 AM,7:16 PM,Moonrise - 08:31 AM,Moonset - 09:53 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Tritiya ,4:09 PM,None,None,Nakshatra - Ashlesha ,12:19 AM,None,None,Yoga - Vajra ,1:20 AM,None,None,Karana - Garaja ,4:09 PM,Karana - Vanija ,2:39 AM,None,None,Sunsign - Mithuna,"Moonsign - Karka upto 12:19 AM,Jul 06",Rahu Kalam - 11:05 AM to 12:43 PM,Gulikai Kalam - 07:48 AM to 09:26 AM,Yamaganda - 04:00 PM to 05:38 PM,Abhijit - 12:17 PM to 01:09 PM,Dur Muhurtam - 08:47 AM to 09:39 AM,Dur Muhurtam - 01:09 PM to 02:02 PM,"Amrit Kalam - 10:52 PM to 12:19 AM, Jul 06Varjyam - 02:08 PM to 03:36 PM",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),f38cc8b2556ac9e98a8593b692b8f911@ical.drikpanchang.com,,,
"Ashadha, Chaturthi Shukla Paksha, 1941 Vikari Shaka Samvata",07/06/19,07/07/19,6:10 AM,7:16 PM,Moonrise - 09:35 AM,Moonset - 10:42 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Chaturthi ,1:10 PM,None,None,Nakshatra - Magha ,10:11 PM,None,None,Yoga - Siddhi ,9:52 PM,None,None,Karana - Vishti ,1:10 PM,Karana - Bava ,11:43 PM,None,None,Sunsign - Mithuna,Moonsign - Simha,Rahu Kalam - 09:27 AM to 11:05 AM,Gulikai Kalam - 06:10 AM to 07:48 AM,Yamaganda - 02:21 PM to 04:00 PM,Abhijit - 12:17 PM to 01:09 PM,Dur Muhurtam - 06:10 AM to 07:02 AM,Dur Muhurtam - 07:02 AM to 07:55 AM,"Amrit Kalam - 08:00 PM to 09:27 PMVarjyam - 11:15 AM to 12:42 PMVarjyam - 05:32 AM, Jul 07 to 07:00 AM, Jul 07",Day Festivals and Events - Vinayaka Chaturthi,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),5333832598fe7e3d581e51803d5336d9@ical.drikpanchang.com,,
"Ashadha, Panchami Shukla Paksha, 1941 Vikari Shaka Samvata",07/07/19,07/08/19,6:10 AM,7:16 PM,Moonrise - 10:37 AM,Moonset - 11:28 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Raviwara,Paksha - Shukla Paksha,Tithi - Panchami ,10:19 AM,None,None,Nakshatra - Purva Phalguni ,8:14 PM,None,None,Yoga - Vyatipata ,6:33 PM,None,None,Karana - Balava ,10:19 AM,Karana - Kaulava ,8:58 PM,None,None,Sunsign - Mithuna,"Moonsign - Simha upto 01:48 AM, Jul 08",Rahu Kalam - 05:38 PM to 07:16 PM,Gulikai Kalam - 04:00 PM to 05:38 PM,Yamaganda - 12:43 PM to 02:22 PM,Abhijit - 12:17 PM to 01:10 PM,Dur Muhurtam - 05:32 PM to 06:24 PM,"Amrit Kalam - 02:21 PM to 03:50 PMVarjyam - 02:56 AM, Jul 08 to 04:26 AM, Jul 08",Day Festivals and Events - Skanda Sashti,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),a2427ec53b81fea6aad8cc46f615e92b@ical.drikpanchang.com,,,
"Ashadha, Shashthi Shukla Paksha, 1941 Vikari Shaka Samvata",07/08/19,07/09/19,6:11 AM,7:16 PM,Moonrise - 11:36 AM,"Moonset - 12:11 AM, Jul 09Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Somawara,Paksha - Shukla Paksha,Tithi - Shashthi ,7:42 AM,Tithi - Saptami ,5:25 AM,Nakshatra - Uttara Phalguni ,6:34 PM,None,None,Yoga - Varigha ,3:28 PM,None,None,Karana - Taitila ,7:42 AM,Karana - Garaja ,6:31 PM,"Karana - Vanija upto0""",5:25 AM,Sunsign - Mithuna,Moonsign - Kanya,Rahu Kalam - 07:49 AM to 09:27 AM,Gulikai Kalam - 02:22 PM to 04:00 PM,Yamaganda - 11:05 AM to 12:43 PM,Abhijit - 12:17 PM to 01:10 PM,Dur Muhurtam - 01:10 PM to02:02 PM,Dur Muhurtam - 03:47 PM to 04:39 PM,"Amrit Kalam - 11:52 AM to 01:22 PMVarjyam - 02:31 AM, Jul 09 to 04:02 AM, Jul 09",Day Festivals and Events - Ashadha Ashtahnika Begins,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),741122606b36a52b66cbccc0d7bffe2b@ical.drikpanchang.com,,
"Ashadha, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",07/09/19,07/10/19,6:11 AM,7:16 PM,Moonrise - 12:34 PM,"Moonset - 12:52 AM, Jul 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Mangalawara,Paksha - Shukla Paksha,Tithi - Ashtami ,3:31 AM,None,None,Nakshatra - Hasta ,5:16 PM,None,None,Yoga - Parigha ,12:40 PM,None,None,Karana - Vishti ,4:25 PM,Karana - Bava ,3:31 AM,None,None,Sunsign - Mithuna,"Moonsign - Kanya upto 04:46 AM, Jul 10",Rahu Kalam - 04:00 PM to 05:38 PM,Gulikai Kalam - 12:44 PM to 02:22 PM,Yamaganda - 09:27 AM to 11:05 AM,Abhijit - 12:17 PM to 01:10 PM,Dur Muhurtam - 08:48 AM to 09:40 AM,"Dur Muhurtam - 11:38 PM to 12:22 AM, Jul 10","Amrit Kalam - 11:36 AM to 01:06 PMVarjyam - 12:58 AM, Jul 10 to 02:31 AM, Jul 10",Day Festivals and Events - Masik Durgashtami,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),a00613944f0f78f91363a2138d7ff2e7@ical.drikpanchang.com,,
"Ashadha, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",07/10/19,07/11/19,6:11 AM,7:16 PM,Moonrise - 01:31 PM,"Moonset - 01:34 AM, Jul 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Budhawara,Paksha - Shukla Paksha,Tithi - Navami ,2:03 AM,None,None,Nakshatra - Chitra ,4:23 PM,None,None,Yoga - Shiva ,10:12 AM,None,None,Karana - Balava ,2:43 PM,"Karana - Kaulava upto0""",2:03 AM,None,None,Sunsign - Mithuna,"Moonsign - Tula""",Rahu Kalam - 12:44PM to 02:22 PM,Gulikai Kalam - 11:06 AM to 12:44 PM,Yamaganda - 07:49 AM to 09:27 AM,Abhijit - None,Dur Muhurtam - 12:18 PM to 01:10 PM,Amrit Kalam - 10:13 AM to 11:45 AMVarjyam - 09:52 PM to 11:27 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),bd7d3855022ae5d281c9c84c08cb0625@ical.drikpanchang.com,,,,,
"Ashadha, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",07/11/19,07/12/19,6:12 AM,7:16 PM,Moonrise - 02:28 PM,"Moonset - 02:16 AM, Jul 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Guruwara,Paksha - Shukla Paksha,Tithi - Dashami ,1:02 AM,None,None,Nakshatra - Swati ,3:56 PM,None,None,Yoga - Siddha ,8:06 AM,None,None,Karana - Taitila ,1:29 PM,"Karana - Garaja upto0""",1:02 AM,None,None,Sunsign - Mithuna,"Moonsign - Tula""",Rahu Kalam - 02:22PM to 04:00 PM,Gulikai Kalam - 09:28 AM to 11:06 AM,Yamaganda - 06:12 AM to 07:50 AM,Abhijit - 12:18 PM to 01:10 PM,Dur Muhurtam - 10:33 AM to 11:25 AM,Dur Muhurtam - 03:47 PM to 04:39 PM,Amrit Kalam - 07:18 AM to 08:52 AMVarjyam - 09:33 PM to 11:09 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),a2afe43b8482487a7cae00f4c2c8b493@ical.drikpanchang.com,,,,
"Ashadha, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",07/12/19,07/13/2019,6:12 AM,7:16 PM,Moonrise - 03:24 PM,"Moonset - 03:01 AM, Jul 13Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Shukrawara,Paksha - Shukla Paksha,Tithi - Ekadashi ,12:31 AM,None,None,Nakshatra - Vishakha ,3:58 PM,None,None,Yoga - Sadhya ,6:22 AM,Yoga - Shubha ,5:02 AM,Karana -Vanija ,12:43 PM,Karana - Vishti ,12:31 AM,None,None,Sunsign - Mithuna,Moonsign - Tula upto 09:55 AM,Rahu Kalam - 11:06 AM to 12:44 PM,Gulikai Kalam - 07:50 AM to 09:28 AM,Yamaganda - 04:00 PM to 05:38 PM,Abhijit - 12:18 PM to 01:10 PM,Dur Muhurtam - 08:49 AM to 09:41 AM,Dur Muhurtam - 01:10 PM to 02:02 PM,Amrit Kalam - 07:09 AM to 08:45 AM,"Amrit Kalam - 05:51 AM, Jul 13 to 07:29 AM, Jul 13Varjyam - 08:03 PM to 09:41 PM",Day Festivals and Events - Devshayani Ekadashi goo.gl/nMDbLWGauri Vrat Begins,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),04d3accb28fb2020841c7c4ab40cc640@ical.drikpanchang.com,
"Ashadha, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",07/13/2019,07/14/2019,6:12 AM,7:16 PM,Moonrise - 04:20 PM,"Moonset - 03:47 AM, Jul 14Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Shaniwara,Paksha - Shukla Paksha,Tithi - Dwadashi ,12:29 AM,None,None,Nakshatra - Anuradha ,4:28 PM,None,None,Yoga - Shukla ,4:04 AM,None,None,Karana - Bava ,12:26 PM,Karana - Balava ,12:29 AM,None,None,Sunsign - Mithuna,"Moonsign - Vrishchika""",Rahu Kalam - 09:28 AM to 11:06 AM,Gulikai Kalam - 06:12 AM to 07:50 AM,Yamaganda - 02:22 PM to 04:00 PM,Abhijit - 12:18 PM to 01:10 PM,Dur Muhurtam - 06:12 AM to 07:04 AM,Dur Muhurtam - 07:04 AM to 07:57 AMVarjyam - 10:18 PM to 11:58 PM,Day Festivals and Events - Devshayani Ekadashi Parana goo.gl/nMDbLWVasudeva Dwadashi,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),d3bcf82d3d494857d92045fc56658169@ical.drikpanchang.com,,,,
"Ashadha, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",07/14/2019,07/15/2019,6:13 AM,7:16 PM,Moonrise - 05:15 PM,"Moonset - 04:37 AM, Jul 15Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Raviwara,Paksha - Shukla Paksha,Tithi - Trayodashi ,12:55 AM,None,None,Nakshatra - Jyeshtha ,5:27 PM,None,None,Yoga - Brahma ,3:29 AM,None,None,Karana - Kaulava ,12:38 PM,Karana - Taitila ,12:55 AM,None,None,Sunsign - Mithuna,Moonsign - Vrishchika upto 05:27 PM,Rahu Kalam - 05:38 PM to 07:16 PM,Gulikai Kalam - 04:00PM to 05:38 PM,Yamaganda - 12:44 PM to 02:22 PM,Abhijit - 12:18 PM to 01:10 PM,Dur Muhurtam - 05:31 PM to 06:24 PM,"Amrit Kalam - 08:17 AM to 09:57 AMVarjyam - 01:55 AM, Jul 15 to 03:37 AM, Jul 15",Day Festivals and Events - Pradosh VratJayaparvati Vrat Begins,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),237c3374e59862178e7a2b57b4fa8eb7@ical.drikpanchang.com,,,
"Ashadha, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",07/15/2019,07/16/2019,6:13 AM,7:16 PM,Moonrise - 06:09 PM,"Moonset - 05:28 AM, Jul 16Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Somawara,Paksha - Shukla Paksha,Tithi - Chaturdashi ,1:48 AM,None,None,Nakshatra - Mula ,6:53 PM,None,None,Yoga - Indra ,3:16 AM,None,None,Karana - Garaja ,1:18 PM,Karana - Vanija ,1:48 AM,None,None,Sunsign - Mithuna,Moonsign - Dhanu,Rahu Kalam - 07:51 AM to 09:29 AM,Gulikai Kalam - 02:22 PM to 04:00 PM,Yamaganda - 11:07 AM to 12:44 PM,Abhijit - 12:18 PM to 01:10 PM,Dur Muhurtam - 01:10 PM to 02:03 PM,Dur Muhurtam - 03:47 PM to 04:39 PM,"Amrit Kalam - 12:06 PM to 01:47 PMVarjyam - 05:11 PM to 06:53 PMVarjyam - 05:13 AM, Jul 16 to 06:57 AM, Jul 16",Day Festivals and Events - Ashadha Chaumasi Chaudas,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),4153d2fec81f87a93a434cbb31e66703@ical.drikpanchang.com,,
"Ashadha, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",07/16/2019,07/17/2019,6:13 AM,7:16 PM,Moonrise - 07:01 PM,Moonset - No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Ashadha,Weekday - Mangalawara,Paksha - Shukla Paksha,Tithi - Purnima ,3:08 AM,None,None,Nakshatra - Purva Ashadha ,8:44 PM,None,None,Yoga - Vaidhriti ,3:23 AM,None,None,Karana - Vishti ,2:25 PM,Karana - Bava ,3:08 AM,None,None,"Sunsign - Mithuna upto 04:50 AM, Jul 17","Moonsign - Dhanu upto 03:16 AM, Jul 17",Rahu Kalam - 04:00 PM to 05:38 PM,Gulikai Kalam - 12:44 PM to 02:22 PM,Yamaganda - 09:29 AM to 11:07 AM,Abhijit - 12:18 PM to 01:11 PM,Dur Muhurtam - 08:50 AM to 09:42 AM,"Dur Muhurtam - 11:39 PM to 12:23 AM, Jul 17","Amrit Kalam - 03:34 PM to 05:17 PMVarjyam - 05:29 AM, Jul 17 to 07:14 AM, Jul 17",Day Festivals and Events - Kokila VratVyasa PujaAshadha PurnimaAshadha Purnima VratGuru PurnimaGauri Vrat EndsAshadha Ashtahnika EndsKarka Sankranti goo.gl/xvGvpS,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),c318ef5e3dbe03d2c973b6ce3a8d9e8c@ical.drikpanchang.com,,
"Ashadha, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",07/17/2019,07/18/2019,6:14 AM,7:15 PM,Moonrise - 07:49 PM,Moonset - 06:20 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Budhawara,Paksha - Krishna Paksha,Tithi - Pratipada ,4:51 AM,None,None,Nakshatra - Uttara Ashadha ,10:59 PM,None,None,Yoga - Vishkambha ,3:48 AM,None,None,Karana - Balava ,3:57 PM,Karana - Kaulava ,4:51 AM,None,None,Sunsign - Karka,Moonsign - Makara,Rahu Kalam - 12:45 PM to 02:22 PM,Gulikai Kalam - 11:07 AM to 12:45 PM,Yamaganda - 07:51 AM to 09:29 AM,Abhijit - None,Dur Muhurtam - 12:18 PM to 01:11 PM,"Amrit Kalam - 03:59 PM to 05:44 PMVarjyam - 03:25 AM, Jul 18 to 05:12 AM, Jul 18",Day Festivals and Events - Chandra Grahan *Anshika,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),609357dab96b68475e942e3b7c7dc0f0@ical.drikpanchang.com,,,
"Ashadha, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",07/18/2019,07/19/2019,6:14 AM,7:15 PM,Moonrise - 08:33 PM,Moonset - 07:12 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Guruwara,Paksha - Krishna Paksha,Tithi - Dwitiya ,Full Night,None,None,Nakshatra - Shravana ,1:35 AM,None,None,Yoga - Priti ,4:28 AM,None,None,Karana - Taitila ,5:51 PM,Karana - Garaja ,Full Night,None,None,Sunsign - Karka,Moonsign - Makara,Rahu Kalam - 02:22 PM to 04:00 PM,Gulikai Kalam - 09:29 AM to 11:07 AM,Yamaganda - 06:14 AMto 07:52 AM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 10:34 AM to 11:27 AM,Dur Muhurtam - 03:47 PM to 04:39 PM,"Amrit Kalam - 02:04 PM to 03:50 PMVarjyam - 06:04 AM, Jul 19 to 07:51 AM, Jul 19",from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),2707abffa7b6f50f4b35286fa4dd3e21@ical.drikpanchang.com,,,
"Ashadha, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",07/19/2019,07/20/2019,6:14 AM,7:15 PM,Moonrise - 09:15 PM,Moonset - 08:03 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Shukrawara,Paksha - Krishna Paksha,Tithi - Dwitiya ,6:55 AM,None,None,Nakshatra - Dhanishtha ,4:26 AM,None,None,Yoga - Ayushman ,5:21 AM,None,None,Karana - Garaja ,6:55 AM,Karana - Vanija ,8:03 PM,None,None,Sunsign - Karka,"Moonsign - Makara upto 02:59 PM""",Rahu Kalam - 11:07 AM to 12:45 PM,Gulikai Kalam - 07:52 AM to 09:30 AM,Yamaganda - 04:00 PM to 05:37 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 08:51 AM to 09:43 AM,Dur Muhurtam - 01:11 PM to 02:03 PM,Amrit Kalam - 04:48 PM to 06:35 PM,"from www.drikpanchang.com ,,Mumbai"," India""",,,Drik Panchang - 2019 (1),7d61973cdddd8faa31c5852c1fc65496@ical.drikpanchang.com,,,,
"Ashadha, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",07/20/2019,07/21/2019,6:15 AM,7:15 PM,Moonrise - 09:53 PM,Moonset - 08:54 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - AshadhaPurnimanta Month - Shravana,Weekday - Shaniwara,Paksha - Krishna Paksha,Tithi - Tritiya ,9:14 AM,None,None,Nakshatra - Shatabhisha ,Full Night,None,None,Yoga - Saubhagya ,Full Night,None,None,Karana - Vishti ,9:14 AM,Karana - Bava ,10:26 PM,None,None,Sunsign - Karka,Moonsign - Kumbha,Rahu Kalam - 09:30 AM to 11:07 AM,Gulikai Kalam - 06:15 AM to 07:52 AM,Yamaganda - 02:22 PM to 04:00 PM,Abhijit - 12:19 PM to 01:11 PM,Dur Muhurtam - 06:15 AM to 07:07 AM,Dur Muhurtam - 07:07 AM to 07:59 AM,"Amrit Kalam - 11:20 PM to 01:08 AM, Jul 21Varjyam - 12:32 PM to 02:20 PM",Day Festivals and Events - Jayaparvati Vrat EndsGajanana Sankashti Chaturthi goo.gl/a8apVf,from www.drikpanchang.com ,,"Mumbai, India",,,Drik Panchang - 2019 (1),128dc9d1bb37c895ab0ecf6aef178cfb@ical.drikpanchang.com,,
