SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHI2END,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA
"Vaishakha, Saptami Shukla Paksha, 1941 Vikari Shaka Samvata",05/11/2019,05/12/2019,06:09 AM,07:00 PM, 11:47 AM," 01:11 AM, May 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Shaniwara, Shukla Paksha, Saptami ,07:44 PM,None,None, Pushya ,01:14 PM,None,None, Ganda ,01:57 PM,None,None, Garaja ,08:44 AM, Vanija ,07:44 PM,None,None, Mesha, Karka,Rahu Kalam - 09:22 AM to 10:59 AM,Gulikai Kalam - 06:09 AM to 07:46 AM,Yamaganda - 02:11 PM to 03:48 PM
"Vaishakha, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",05/12/2019,05/13/2019,06:09 AM,07:01 PM, 12:48 PM," 02:00 AM, May 13Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Raviwara, Shukla Paksha, Ashtami ,05:37 PM,None,None, Ashlesha ,11:55 AM,None,None, Vriddhi ,11:11 AM,None,None, Vishti ,06:42 AM, Bava ,05:37 PM, Balava ,04:30 AM, Mesha,Karka upto 11:55 AM,Rahu Kalam - 05:24 PM to 07:01 PM,Gulikai Kalam - 03:48 PM to 05:24 PM,Yamaganda - 12:35 PM to 02:11 PM
"Vaishakha, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",05/13/2019,05/14/2019,06:09 AM,07:01 PM, 01:49 PM," 02:45 AM, May 14Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Somawara, Shukla Paksha, Navami ,03:21 PM,None,None, Magha ,10:28 AM,None,None, Dhruva,08:18 AM, Vyaghata ,05:19 AM, Kaulava ,03:21 PM, Taitila ,02:11 AM,None,None, Mesha, Simha,Rahu Kalam - 07:45 AM to 09:22 AM,Gulikai Kalam - 02:12 PM to 03:48 PM,Yamaganda - 10:58 AM to 12:35 PM
"Vaishakha, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",05/14/2019,05/15/2019,06:08 AM,07:02 PM, 02:49 PM," 03:29 AM, May 15Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Mangalawara, Shukla Paksha, Dashami ,12:59 PM,None,None, Purva Phalguni ,08:54 AM,None,None, Harshana ,02:18 AM,None,None, Garaja ,12:59 PM, Vanija ,11:47 PM,None,None, Mesha, Simha upto 02:30 PM,Rahu Kalam - 03:48 PM to 05:25 PM,Gulikai Kalam - 12:35 PM to 02:12 PM,Yamaganda - 09:22 AM to 10:58 AM
"Vaishakha, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",05/15/2019,05/16/2019,06:08 AM,07:02 PM, 03:47 PM," 04:11 AM, May 16Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Budhawara, Shukla Paksha, Ekadashi ,10:36 AM,None,None, Uttara Phalguni ,07:17 AM, Hasta ,05:43 AM, Vajra ,11:17 PM,None,None, Vishti ,10:36 AM, Bava ,09:25 PM,None,None, Mesha upto 11:18 AM, Kanya,Rahu Kalam - 12:35 PM to 02:12 PM,Gulikai Kalam - 10:58 AM to 12:35 PM,Yamaganda - 07:45 AM to 09:21 AM
"Vaishakha, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",05/16/2019,05/17/2019,06:08 AM,07:02 PM, 04:46 PM," 04:54 AM, May 17Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Guruwara, Shukla Paksha, Dwadashi ,08:15 AM, Trayodashi ,06:05 AM, Chitra ,04:17 AM,None,None, Siddhi ,08:22 PM,None,None, Balava ,08:15 AM, Kaulava ,07:08 PM, Taitila ,06:05 AM, Vrishabha," Kanya upto 04:58 PM""",Rahu Kalam - 02:12 PM to 03:49 PM,Gulikai Kalam - 09:21 AM to 10:58AM,Yamaganda - 06:08 AM to 07:44 AM
"Vaishakha, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",05/17/2019,05/18/2019,06:07 AM,07:03 PM, 05:44 PM," 05:38 AM, May 18Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Shukrawara, Shukla Paksha, Chaturdashi ,04:11 AM,None,None, Swati ,03:08 AM,None,None, Vyatipata ,05:39 PM,None,None, Garaja ,05:05 PM, Vanija ,04:11 AM,None,None, Vrishabha," Tula""",Rahu Kalam - 10:58 AM to 12:35 PM,Gulikai Kalam - 07:44 AM to 09:21 AM,Yamaganda - 03:49 PM to 05:26 PM
"Vaishakha, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",05/18/2019,05/19/2019,06:07 AM,07:03 PM, 06:42 PM, No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Vaishakha, Shaniwara, Shukla Paksha, Purnima ,02:41 AM,None,None, Vishakha ,02:23 AM,None,None, Varigha ,03:12 PM,None,None, Vishti ,03:23 PM, Bava ,02:41 AM,None,None, Vrishabha," Tula upto 08:31 PM""",Rahu Kalam - 09:21 AM to 10:58 AM,Gulikai Kalam - 06:07 AM to 07:44AM,Yamaganda - 02:12 PM to 03:49 PM
"Vaishakha, Pratipada Krishna Paksha, 1941 Vikari Shaka Samvata",05/19/2019,05/20/2019,06:07 AM,07:04 PM, 07:41 PM, 06:23 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Raviwara, Krishna Paksha, Pratipada ,01:43 AM,None,None, Anuradha ,02:08 AM,None,None, Parigha ,01:08 PM,None,None, Balava ,02:08 PM, Kaulava ,01:43 AM,None,None, Vrishabha," Vrishchika""",Rahu Kalam - 05:26 PM to 07:04 PM,Gulikai Kalam - 03:49 PM to 05:26 PM,Yamaganda - 12:35 PM to 02:12 PM
"Vaishakha, Dwitiya Krishna Paksha, 1941 Vikari Shaka Samvata",05/20/2019,05/21/2019,06:06 AM,07:04 PM, 08:38 PM, 07:11 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Somawara, Krishna Paksha, Dwitiya ,01:21 AM,None,None, Jyeshtha ,02:30 AM,None,None, Shiva ,11:31 AM,None,None, Taitila ,01:27 PM, Garaja ,01:21 AM,None,None, Vrishabha," Vrishchika upto 02:30 AM, May 21",Rahu Kalam - 07:43 AM to 09:21 AM,Gulikai Kalam - 02:12 PM to 03:49 PM,Yamaganda - 10:58 AM to 12:35 PM
"Vaishakha, Tritiya Krishna Paksha, 1941 Vikari Shaka Samvata",05/21/2019,05/22/2019,06:06 AM,07:04 PM, 09:33 PM, 08:01 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Mangalawara, Krishna Paksha, Tritiya ,01:40 AM,None,None, Mula ,03:32 AM,None,None, Siddha ,10:25 AM,None,None, Vanija ,01:25 PM, Vishti,01:40 AM,None,None, Vrishabha, Dhanu,Rahu Kalam - 03:50 PM to 05:27 PM,Gulikai Kalam - 12:35 PM to 02:12 PM,Yamaganda -09:21 AM to 10:58 AM
"Vaishakha, Chaturthi Krishna Paksha, 1941 Vikari Shaka Samvata",05/22/2019,05/23/2019,06:06 AM,07:05 PM, 10:26 PM, 08:52 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Budhawara, Krishna Paksha, Chaturthi ,02:41 AM,None,None, Purva Ashadha ,05:14 AM,None,None, Sadhya ,09:52 AM,None,None, Bava ,02:05 PM,Balava ,02:41 AM,None,None, Vrishabha, Dhanu,Rahu Kalam - 12:35 PM to 02:13 PM,Gulikai Kalam - 10:58 AM to 12:35 PM,Yamaganda - 07:43 AM to 09:20 AM
"Vaishakha, Panchami Krishna Paksha, 1941 Vikari Shaka Samvata",05/23/2019,05/24/2019,06:05 AM,07:05 PM, 11:15 PM, 09:45 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Guruwara, Krishna Paksha, Panchami ,04:18 AM,None,None, Uttara Ashadha ,Full Night,None,None, Shubha ,09:50 AM,None,None, Kaulava ,03:25 PM, Taitila ,04:18 AM,None,None, Vrishabha, Dhanu upto 11:45 AM,Rahu Kalam - 02:13 PM to 03:50 PM,Gulikai Kalam - 09:20 AM to 10:58 AM,Yamaganda - 06:05 AM to 07:43 AM
"Vaishakha, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",05/24/2019,05/25/2019,06:05 AM,07:05 PM, 12:00 PM, 10:37 AMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Shukrawara, Krishna Paksha, Shashthi ,Full Night,None,None, Uttara Ashadha ,07:31 AM,None,None, Shukla ,10:16 AM,None,None, Garaja ,05:19 PM, Vanija ,Full Night,None,None, Vrishabha, Makara,Rahu Kalam - 10:58 AM to 12:35 PM,Gulikai Kalam - 07:43 AM to 09:20 AM,Yamaganda - 03:50 PM to05:28 PM
"Vaishakha, Shashthi Krishna Paksha, 1941 Vikari Shaka Samvata",05/25/2019,05/26/2019,06:05 AM,07:06 PM," 12:41 AM, May 26", 11:28 AMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Shaniwara, Krishna Paksha, Shashthi ,06:25 AM,None,None, Shravana ,10:16 AM,None,None, Brahma ,11:03 AM,None,None, Vanija ,06:25 AM, Vishti ,07:36 PM,None,None, Vrishabha, Makara upto 11:44 PM,Rahu Kalam - 09:20 AM to 10:58 AM,Gulikai Kalam - 06:05 AM to 07:43 AM,Yamaganda -02:13 PM to 03:51 PM
"Vaishakha, Saptami Krishna Paksha, 1941 Vikari Shaka Samvata",05/26/2019,05/27/2019,06:05 AM,07:06 PM," 01:20 AM, May 27", 12:18 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Raviwara, Krishna Paksha, Saptami ,08:49 AM,None,None, Dhanishtha ,01:15 PM,None,None, Indra ,12:00 PM,None,None, Bava ,08:49 AM, Balava ,10:03 PM,None,None, Vrishabha," Kumbha""",Rahu Kalam - 05:29 PM to 07:06 PM,Gulikai Kalam - 03:51 PM to 05:29 PM,Yamaganda - 12:36 PM to 02:13 PM
"Vaishakha, Ashtami Krishna Paksha, 1941 Vikari Shaka Samvata",05/27/2019,05/28/2019,06:05 AM,07:07 PM," 01:56 AM, May 28", 01:08 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Somawara, Krishna Paksha, Ashtami ,11:16 AM,None,None, Shatabhisha ,04:14 PM,None,None, Vaidhriti ,12:59 PM,None,None, Kaulava ,11:16 AM, Taitila,12:26 AM,None,None, Vrishabha, Kumbha,Rahu Kalam - 07:42 AM to 09:20 AM,Gulikai Kalam - 02:13 PM to 03:51 PM,Yamaganda - 10:58 AM to 12:36 PM
"Vaishakha, Navami Krishna Paksha, 1941 Vikari Shaka Samvata",05/28/2019,05/29/2019,06:05 AM,07:07 PM," 02:32 AM, May 29", 01:56 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Mangalawara, Krishna Paksha, Navami ,01:31 PM,None,None, Purva Bhadrapada ,06:59 PM,None,None, Vishkambha ,01:47 PM,None,None, Garaja ,01:31 PM, Vanija ,02:30 AM,None,None, Vrishabha, Kumbha upto12:20 PM,Rahu Kalam - 03:51 PM to 05:29 PM,Gulikai Kalam - 12:36 PM to 02:14 PM,Yamaganda - 09:20 AM to 10:58 AM
"Vaishakha, Dashami Krishna Paksha, 1941 Vikari Shaka Samvata",05/29/2019,05/30/2019,06:04 AM,07:07 PM," 03:08 AM, May 30", 02:45 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Budhawara, Krishna Paksha, Dashami ,03:21 PM,None,None, Uttara Bhadrapada ,09:19 PM,None,None, Priti ,02:17 PM,None,None, Vishti ,03:21 PM, Bava ,04:04 AM,None,None, Vrishabha," Meena""",Rahu Kalam - 12:36 PM to 02:14 PM,Gulikai Kalam - 10:58 AM to 12:36 PM,Yamaganda - 07:42 AM to 09:20 AM
"Vaishakha, Ekadashi Krishna Paksha, 1941 Vikari Shaka Samvata",05/30/2019,05/31/2019,06:04 AM,07:08 PM," 03:44 AM, May 31", 03:35 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Guruwara, Krishna Paksha, Ekadashi ,04:38 PM,None,None, Revati ,11:04 PM,None,None, Ayushman ,02:22 PM,None,None, Balava ,04:38 PM, Kaulava ,05:02 AM,None,None, Vrishabha," Meena upto 11:04 PM""",Rahu Kalam - 02:14 PM to 03:52 PM,Gulikai Kalam - 09:20 AM to 10:58 AM,Yamaganda - 06:04 AM to 07:42 AM
"Vaishakha, Dwadashi Krishna Paksha, 1941 Vikari Shaka Samvata",05/31/2019,06/01/2019,06:04 AM,07:08 PM," 04:23 AM, Jun 01", 04:26 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Shukrawara, Krishna Paksha, Dwadashi ,05:17 PM,None,None, Ashwini ,12:13 AM,None,None, Saubhagya ,01:56 PM,None,None, Taitila ,05:17 PM,Garaja ,05:21 AM,None,None, Vrishabha," Mesha""",Rahu Kalam - 10:58 AM to 12:36 PM,Gulikai Kalam - 07:42 AM to 09:20 AM,Yamaganda - 03:52 PM to 05:30 PM
"Vaishakha, Trayodashi Krishna Paksha, 1941 Vikari Shaka Samvata",06/01/2019,06/02/2019,06:04 AM,07:09 PM," 05:05 AM, Jun 02", 05:20 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Shaniwara, Krishna Paksha, Trayodashi ,05:16 PM,None,None, Bharani ,12:43 AM,None,None, Shobhana ,01:01 PM,None,None, Vanija ,05:16 PM, Vishti ,05:02 AM,None,None, Vrishabha," Mesha""",Rahu Kalam - 09:20 AM to 10:58 AM,Gulikai Kalam - 06:04 AM to 07:42 AM,Yamaganda - 02:14 PM to 03:52 PM
"Vaishakha, Chaturdashi Krishna Paksha, 1941 Vikari Shaka Samvata",06/02/2019,06/03/2019,06:04 AM,07:09 PM," 05:51 AM, Jun 03", 06:16 PMShaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Raviwara, Krishna Paksha, Chaturdashi ,04:40 PM,None,None, Krittika ,12:40 AM,None,None, Atiganda ,11:36 AM,None,None, Shakuni ,04:40 PM, Chatushpada ,04:09 AM,None,None, Vrishabha," Mesha upto 06:45 AM""",Rahu Kalam - 05:31 PM to 07:09 PM,Gulikai Kalam - 03:53 PM to 05:31 PM,Yamaganda - 12:36 PM to 02:15 PM
"Vaishakha, Amavasya Krishna Paksha, 1941 Vikari Shaka Samvata",06/03/2019,06/04/2019,06:04 AM,07:09 PM, No Moonrise, 07:15 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - VaishakhaPurnimanta Month - Jyeshtha, Somawara, Krishna Paksha, Amavasya ,03:32 PM,None,None, Rohini ,12:06 AM,None,None, Sukarman ,09:45 AM,None,None, Nagava ,03:32 PM, Kinstughna,02:47 AM,None,None, Vrishabha, Vrishabha,Rahu Kalam - 07:42 AM to 09:20 AM,Gulikai Kalam - 02:15 PM to 03:53 PM,Yamaganda - 10:58 AM to 12:37 PM
"Jyeshtha, Pratipada Shukla Paksha, 1941 Vikari Shaka Samvata",06/04/2019,06/05/2019,06:04 AM,07:10 PM, 06:42 AM, 08:15 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Mangalawara, Shukla Paksha, Pratipada ,01:57 PM,None,None, Mrigashirsha ,11:09 PM,None,None, Dhriti ,07:31 AM, Shula ,05:00 AM, Bava ,01:57 PM, Balava ,01:02 AM,None,None, Vrishabha, Vrishabha upto 11:40 AM,Rahu Kalam - 03:53 PM to 05:31 PM,Gulikai Kalam - 12:37 PM to 02:15 PM,Yamaganda - 09:20 AM to 10:59 AM
"Jyeshtha, Dwitiya Shukla Paksha, 1941 Vikari Shaka Samvata",06/05/2019,06/06/2019,06:04 AM,07:10 PM, 07:38 AM, 09:16 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Budhawara, Shukla Paksha, Dwitiya ,12:03 PM,None,None, Ardra ,09:55 PM,None,None, Ganda ,02:16 AM,None,None, Kaulava ,12:03 PM, Taitila ,11:01 PM,None,None, Vrishabha," Mithuna""",Rahu Kalam - 12:37 PM to 02:15 PM,Gulikai Kalam - 10:59 AM to 12:37 PM,Yamaganda - 07:42 AM to 09:20AM
"Jyeshtha, Tritiya Shukla Paksha, 1941 Vikari Shaka Samvata",06/06/2019,06/07/2019,06:04 AM,07:10 PM, 08:38 AM, 10:14 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Guruwara, Shukla Paksha, Tritiya ,09:55 AM,None,None, Punarvasu ,08:29 PM,None,None, Vriddhi upto1,01:23 PM,None,None, Garaja ,09:55 AM, Vanija ,08:47 PM,None,None, Vrishabha, Mithuna upto 02:51 PM,Rahu Kalam - 02:15 PM to 03:54 PM,Gulikai Kalam - 09:21 AM to 10:59 AM,Yamaganda - 06:04 AM to 07:42 AM
"Jyeshtha, Chaturthi Shukla Paksha, 1941 Vikari Shaka Samvata",06/07/2019,06/08/2019,06:04 AM,07:11 PM, 09:40 AM, 11:08 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Shukrawara, Shukla Paksha, Chaturthi ,07:38 AM, Panchami ,05:17 AM, Pushya ,06:57 PM,None,None, Dhruva ,08:26 PM,None,None, Vishti ,07:38 AM, Bava ,06:27 PM, Balava ,05:17 AM, Vrishabha," Karka""",Rahu Kalam - 10:59 AM to 12:37 PM,Gulikai Kalam - 07:42 AM to 09:21 AM,Yamaganda - 03:54 PM to 05:32 PM
"Jyeshtha, Shashthi Shukla Paksha, 1941 Vikari Shaka Samvata",06/08/2019,06/09/2019,06:04 AM,07:11 PM, 10:42 AM, 11:59 PMShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Shaniwara, Shukla Paksha, Shashthi ,02:55 AM,None,None, Ashlesha ,05:23 PM,None,None, Vyaghata ,05:27 PM,None,None, Kaulava ,04:06 PM, Taitila ,02:55 AM,None,None, Vrishabha, Karka upto 05:23 PM,Rahu Kalam - 09:21 AM to 10:59 AM,Gulikai Kalam - 06:04 AM to 07:42 AM,Yamaganda - 02:16 PM to 03:54 PM
"Jyeshtha, Saptami Shukla Paksha, 1941 Vikari Shaka Samvata",06/09/2019,06/10/2019,06:04 AM,07:11 PM, 11:44 AM," 12:45 AM, Jun 10Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Raviwara, Shukla Paksha, Saptami ,12:36 AM,None,None, Magha ,03:50 PM,None,None, Harshana ,02:29 PM,None,None, Garaja ,01:45 PM, Vanija ,12:36 AM,None,None, Vrishabha, Simha,Rahu Kalam -05:33 PM to 07:11 PM,Gulikai Kalam - 03:55 PM to 05:33 PM,Yamaganda - 12:38 PM to 02:16 PM
"Jyeshtha, Ashtami Shukla Paksha, 1941 Vikari Shaka Samvata",06/10/2019,06/11/2019,06:04 AM,07:12 PM, 12:43 PM," 01:29 AM, Jun 11Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Somawara, Shukla Paksha, Ashtami ,10:24 PM,None,None, Purva Phalguni ,02:22 PM,None,None, Vajra ,11:35 AM,None,None, Vishti ,11:29 AM, Bava ,10:24 PM,None,None, Vrishabha," Simha upto 08:01 PM""",Rahu Kalam -07:43 AM to 09:21 AM,Gulikai Kalam - 02:16 PM to 03:55 PM,Yamaganda - 10:59 AM to 12:38 PM
"Jyeshtha, Navami Shukla Paksha, 1941 Vikari Shaka Samvata",06/11/2019,06/12/2019,06:04 AM,07:12 PM, 01:42 PM," 02:11 AM, Jun 12Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Mangalawara, Shukla Paksha, Navami ,08:19 PM,None,None, Uttara Phalguni ,01:01 PM,None,None, Siddhi ,08:48 AM,None,None, Balava ,09:20 AM, Kaulava,08:19 PM,None,None, Vrishabha, Kanya,Rahu Kalam - 03:55 PM to 05:34 PM,Gulikai Kalam - 12:38 PM to 02:17 PM,Yamaganda - 09:21 AMto 11:00 AM
"Jyeshtha, Dashami Shukla Paksha, 1941 Vikari Shaka Samvata",06/12/2019,06/13/2019,06:04 AM,07:12 PM, 02:39 PM," 02:52 AM, Jun 13Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Budhawara, Shukla Paksha, Dashami ,06:27 PM,None,None, Hasta ,11:52 AM,None,None, Vyatipata ,06:08 AM, Varigha ,03:39 AM, Taitila,07:22 AM, Garaja ,06:27 PM, Vanija ,05:36 AM, Vrishabha, Kanya upto 11:22 PM,Rahu Kalam - 12:38 PM to 02:17 PM,Gulikai Kalam - 11:00 AM to 12:38 PM,Yamaganda - 07:43 AM to 09:21 AM
"Jyeshtha, Ekadashi Shukla Paksha, 1941 Vikari Shaka Samvata",06/13/2019,06/14/2019,06:04 AM,07:13 PM, 03:36 PM," 03:34 AM, Jun 14Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Guruwara, Shukla Paksha, Ekadashi ,04:49 PM,None,None, Chitra ,10:56 AM,None,None, Parigha ,01:24 AM,None,None, Vishti ,04:49 PM, Bava ,04:07 AM,None,None, Vrishabha, Tula,Rahu Kalam - 02:17 PM to 03:56 PM,Gulikai Kalam - 09:21 AM to 11:00 AM,Yamaganda - 06:04 AM to 07:43 AM
"Jyeshtha, Dwadashi Shukla Paksha, 1941 Vikari Shaka Samvata",06/14/2019,06/15/2019,06:04 AM,07:13 PM, 04:33 PM," 04:18 AM, Jun 15Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Shukrawara, Shukla Paksha, Dwadashi ,03:30 PM,None,None, Swati ,10:18 AM,None,None, Shiva ,11:25 PM,None,None, Balava ,03:30 PM, Kaulava ,02:59 AM,None,None, Vrishabha," Tula upto 04:02 AM, Jun 15",Rahu Kalam - 11:00 AM to 12:39 PM,Gulikai Kalam - 07:43 AM to 09:22 AM,Yamaganda - 03:56 PM to 05:34 PM
"Jyeshtha, Trayodashi Shukla Paksha, 1941 Vikari Shaka Samvata",06/15/2019,06/16/2019,06:05 AM,07:13 PM, 05:30 PM," 05:04 AM, Jun 16Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Shaniwara, Shukla Paksha, Trayodashi ,02:33 PM,None,None, Vishakha ,10:00 AM,None,None, Siddha ,09:44 PM,None,None, Taitila ,02:33 PM, Garaja,02:14 AM,None,None, Vrishabha upto 05:55 PM, Vrishchika,Rahu Kalam - 09:22 AM to 11:00 AM,Gulikai Kalam - 06:05 AM to 07:43 AM,Yamaganda - 02:18 PM to 03:56 PM
"Jyeshtha, Chaturdashi Shukla Paksha, 1941 Vikari Shaka Samvata",06/16/2019,06/17/2019,06:05 AM,07:14 PM, 06:27 PM," 05:52 AM, Jun 17Shaka Samvat - 1941 VikariVikram Samvat - 2076ParidhaviGujarati Samvat - 2075 Sadharana",Amanta Month - JyeshthaPurnimanta Month - Jyeshtha, Raviwara, Shukla Paksha, Chaturdashi ,02:02 PM,None,None, Anuradha ,10:08 AM,None,None, Sadhya ,08:25 PM,None,None, Vanija ,02:02 PM, Vishti ,01:57 AM,None,None, Mithuna, Vrishchika,Rahu Kalam - 05:35 PM to 07:14 PM,Gulikai Kalam - 03:56 PM to 05:35 PM,Yamaganda - 12:39 PM to 02:18 PM
"Jyeshtha, Purnima Shukla Paksha, 1941 Vikari Shaka Samvata",06/17/2019,06/18/2019,06:05 AM,07:14 PM, 07:23 PM, No MoonsetShaka Samvat - 1941 VikariVikram Samvat - 2076 ParidhaviGujarati Samvat - 2075 Sadharana,Amanta Month - JyeshthaPurnimantaMonth - Jyeshtha, Somawara, Shukla Paksha, Purnima ,02:00 PM,None,None, Jyeshtha ,10:44 AM,None,None, Shubha,07:31 PM,None,None, Bava ,02:00 PM, Balava ,02:11 AM,None,None, Mithuna, Vrishchika upto 10:44 AM,Rahu Kalam -07:44 AM to 09:22 AM,Gulikai Kalam - 02:18 PM to 03:57 PM,Yamaganda - 11:01 AM to 12:39 PM
